boot_id,n_spacing_modes,spacing_mode_center_1,jitter_boundary_1,jitter_boundary_2,occupancy_boundary_1,occupancy_boundary_2
64,1,2.3193359375,0.27748355044734135,0.2881990561280494,0.20606060606060606,0.21818181818181817
65,1,2.3193359375,0.28459560045119464,0.30118632883178226,0.21818181818181817,0.2823793490460157
66,1,2.3193359375,0.2938578491475432,0.30118632883178226,0.20606060606060606,0.2424242424242424
67,1,2.3193359375,0.27624308761950184,0.2953147416557685,0.20606060606060606,0.21818181818181817
68,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.19012345679012346,0.21212121212121213
69,1,2.3193359375,0.27748355044734135,0.2799644761030204,0.21818181818181817,0.27025813692480355
70,1,2.3193359375,0.28459560045119464,0.2938578491475432,0.2303030303030303,0.2545454545454545
71,1,2.3193359375,0.27748355044734135,0.2799644761030204,0.21818181818181817,0.27025813692480355
72,1,2.3193359375,0.27624308761950184,0.27872401327518087,0.21818181818181817,0.21818181818181817
73,1,2.3193359375,0.29283018047622367,0.2938578491475432,0.21818181818181817,0.2545454545454545
74,1,2.3193359375,0.29283018047622367,0.30118632883178226,0.2,0.21212121212121213
75,1,2.3193359375,0.2923163461405639,0.3006724944961225,0.19012345679012346,0.2
76,1,2.3193359375,0.27748355044734135,0.2799644761030204,0.21818181818181817,0.27025813692480355
77,1,2.3193359375,0.27748355044734135,0.2799644761030204,0.24421997755331087,0.2962962962962963
78,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.19012345679012346,0.23636363636363633
79,1,2.3193359375,0.2799644761030204,0.296555204483608,0.20606060606060606,0.27025813692480355
80,1,2.3193359375,0.28160084045985584,0.29334401481188344,0.20606060606060606,0.21818181818181817
81,1,2.3193359375,0.2799644761030204,0.28922672479936895,0.2545454545454545,0.2823793490460157
82,1,2.3193359375,0.2799644761030204,0.296555204483608,0.23209876543209876,0.2962962962962963
83,1,2.3193359375,0.2840817661155349,0.29334401481188344,0.20606060606060606,0.2424242424242424
84,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.1961840628507295,0.2424242424242424
85,1,2.3193359375,0.27748355044734135,0.2799644761030204,0.21818181818181817,0.27025813692480355
86,1,2.3193359375,0.2799644761030204,0.2881990561280494,0.2303030303030303,0.2823793490460157
87,1,2.3193359375,0.2799644761030204,0.28922672479936895,0.2303030303030303,0.2823793490460157
88,1,2.3193359375,0.28459560045119464,0.2938578491475432,0.2303030303030303,0.2545454545454545
89,1,2.3193359375,0.29283018047622367,0.30118632883178226,0.2,0.21212121212121213
90,1,2.3193359375,0.27748355044734135,0.28922672479936895,0.2303030303030303,0.2545454545454545
91,1,2.3193359375,0.2799644761030204,0.2881990561280494,0.2303030303030303,0.2823793490460157
92,1,2.3193359375,0.2840817661155349,0.2923163461405639,0.20830527497194162,0.2823793490460157
93,1,2.3193359375,0.27748355044734135,0.2799644761030204,0.2303030303030303,0.2823793490460157
94,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.1961840628507295,0.2424242424242424
95,1,2.3193359375,0.2799644761030204,0.2881990561280494,0.1961840628507295,0.27025813692480355
96,1,2.3193359375,0.29283018047622367,0.30118632883178226,0.2,0.21212121212121213
97,1,2.3193359375,0.29283018047622367,0.30118632883178226,0.19012345679012346,0.2
98,1,2.3193359375,0.28160084045985584,0.2923163461405639,0.19012345679012346,0.21212121212121213
99,1,2.3193359375,0.28459560045119464,0.2938578491475432,0.2303030303030303,0.2545454545454545
100,1,2.3193359375,0.27748355044734135,0.2881990561280494,0.20606060606060606,0.21818181818181817
